shipment_id,origin_country,destination_country,transport_mode,rfq_sent_at,quote_received_at,customs_status,supplier_id,supplier_compliance_flag,fulfilment_status,quote_response_hours
SHP-000208,Rivermark,Lowvale,air,2026-04-07 17:42:17,2026-04-08 01:36:17,cleared,SUP-0057,False,on_time,7.9
SHP-000209,Northland,Lowvale,road,2026-05-07 14:16:56,2026-05-07 21:23:32,pending,SUP-0296,True,on_time,7.11
SHP-000210,Rivermark,Centralia,road,2026-04-07 06:28:01,2026-04-07 21:56:13,cleared,SUP-0349,True,on_time,15.47
SHP-000211,Southport,Centralia,air,2026-01-08 15:59:37,2026-01-09 03:08:01,cleared,SUP-0211,True,on_time,11.14
SHP-000212,Rivermark,Northland,road,2026-02-23 17:24:44,2026-02-25 11:06:08,cleared,SUP-0288,True,on_time,41.69
SHP-000213,Lowvale,Centralia,sea,2026-04-15 11:30:47,2026-04-15 16:29:35,cleared,SUP-0349,True,on_time,4.98
SHP-000214,Rivermark,Centralia,sea,2025-12-23 05:05:24,2025-12-23 11:45:36,delayed,SUP-0153,True,on_time,6.67
SHP-000215,Rivermark,Lowvale,road,2026-02-25 02:28:48,2026-02-25 11:30:00,cleared,SUP-0294,True,on_time,9.02
SHP-000216,Lowvale,Rivermark,air,2026-05-14 17:39:57,2026-05-15 16:37:33,cleared,SUP-0041,True,on_time,22.96
SHP-000217,Centralia,Rivermark,road,2025-12-09 04:25:20,2025-12-09 10:20:32,delayed,SUP-0140,True,on_time,5.92
SHP-000218,Westhaven,Highmere,sea,2026-05-06 13:25:21,2026-05-07 05:49:57,cleared,SUP-0052,True,on_time,16.41
SHP-000219,Southport,Highmere,rail,2026-03-19 22:37:19,2026-03-20 02:46:55,cleared,SUP-0335,False,late,4.16
SHP-000220,Rivermark,Eastoria,sea,2026-01-15 11:21:55,2026-01-16 05:45:19,cleared,SUP-0046,True,on_time,18.39
SHP-000221,Northland,Rivermark,air,2026-04-30 22:58:31,2026-05-02 03:15:19,delayed,SUP-0204,True,on_time,28.28
SHP-000222,Centralia,Highmere,road,2026-03-22 14:13:56,2026-03-23 14:33:08,delayed,SUP-0172,True,failed,24.32
SHP-000223,Rivermark,Centralia,sea,2026-02-25 02:23:32,2026-02-26 05:42:08,cleared,SUP-0058,True,on_time,27.31
SHP-000224,Centralia,Eastoria,road,2026-03-16 18:31:07,2026-03-16 19:50:19,cleared,SUP-0099,True,late,1.32
SHP-000225,Lowvale,Northland,sea,2025-12-27 03:30:17,2025-12-28 15:55:29,cleared,SUP-0072,True,late,36.42
SHP-000226,Northland,Rivermark,sea,2025-12-18 04:47:40,2025-12-18 11:12:52,cleared,SUP-0299,True,on_time,6.42
SHP-000227,Highmere,Northland,sea,2026-01-30 03:04:36,2026-01-30 05:30:24,cleared,SUP-0258,False,late,2.43
SHP-000228,Centralia,Eastoria,sea,2026-04-15 14:04:11,2026-04-16 05:45:35,cleared,SUP-0069,True,on_time,15.69
SHP-000229,Highmere,Westhaven,road,2025-12-19 21:23:06,2025-12-20 11:00:54,pending,SUP-0112,True,on_time,13.63
SHP-000230,Southport,Westhaven,air,2026-03-03 06:12:01,2026-03-03 19:21:01,cleared,SUP-0032,True,late,13.15
SHP-000231,Westhaven,Eastoria,road,2026-04-18 17:10:27,2026-04-18 21:37:27,cleared,SUP-0349,True,on_time,4.45
SHP-000232,Southport,Northland,sea,2026-05-16 15:21:58,2026-05-18 02:06:58,cleared,SUP-0234,True,on_time,34.75
SHP-000233,Centralia,Rivermark,air,2026-03-01 12:08:21,2026-03-01 22:14:57,cleared,SUP-0038,True,on_time,10.11
SHP-000234,Southport,Northland,rail,2026-05-15 21:00:06,2026-05-15 23:23:30,cleared,SUP-0147,True,on_time,2.39
SHP-000235,Lowvale,Westhaven,rail,2025-11-18 15:10:37,2025-11-19 12:40:37,delayed,SUP-0193,True,failed,21.5
SHP-000236,Eastoria,Southport,rail,2026-03-14 19:47:45,2026-03-15 04:47:45,cleared,SUP-0066,True,on_time,9.0
SHP-000237,Northland,Centralia,road,2026-01-20 11:11:19,2026-01-21 10:41:55,cleared,SUP-0273,True,on_time,23.51
SHP-000238,Rivermark,Highmere,road,2026-02-21 09:34:46,2026-02-21 16:55:10,cleared,SUP-0339,True,on_time,7.34
SHP-000239,Northland,Highmere,air,2025-11-22 07:16:48,2025-11-22 09:49:48,cleared,SUP-0025,True,on_time,2.55
SHP-000240,Rivermark,Lowvale,road,2025-12-10 05:51:11,2025-12-10 11:51:11,cleared,SUP-0149,True,late,6.0
SHP-000241,Highmere,Rivermark,sea,2026-01-28 00:07:29,2026-01-28 18:53:41,cleared,SUP-0074,False,on_time,18.77
SHP-000242,Lowvale,Centralia,rail,2026-05-08 03:39:09,2026-05-08 06:03:09,delayed,SUP-0321,True,on_time,2.4
SHP-000243,Northland,Lowvale,sea,2026-04-29 00:21:15,2026-05-02 21:33:15,cleared,SUP-0214,True,on_time,93.2
SHP-000244,Eastoria,Rivermark,sea,2026-04-24 04:21:18,2026-04-24 16:14:42,pending,SUP-0074,True,late,11.89
SHP-000245,Lowvale,Southport,sea,2026-01-17 05:37:53,2026-01-20 08:25:17,cleared,SUP-0170,True,late,74.79
SHP-000246,Highmere,Southport,air,2026-01-04 00:26:26,2026-01-04 18:06:38,cleared,SUP-0310,True,late,17.67
SHP-000247,Westhaven,Lowvale,road,2025-11-29 18:27:46,2025-11-30 08:58:22,cleared,SUP-0171,True,late,14.51
SHP-000248,Westhaven,Northland,road,2026-01-04 07:03:17,2026-01-06 06:08:41,cleared,SUP-0125,True,on_time,47.09
SHP-000249,Lowvale,Rivermark,sea,2026-05-08 00:19:59,2026-05-09 13:37:23,cleared,SUP-0333,True,on_time,37.29
SHP-000250,Rivermark,Highmere,sea,2026-03-08 16:35:12,2026-03-09 12:02:48,pending,SUP-0105,True,on_time,19.46
SHP-000251,Westhaven,Highmere,rail,2025-12-03 19:32:47,2025-12-03 20:54:59,cleared,SUP-0214,True,on_time,1.37
SHP-000252,Westhaven,Centralia,road,2025-12-05 03:41:09,2025-12-05 23:51:21,delayed,SUP-0173,True,late,20.17
SHP-000253,Rivermark,Eastoria,air,2026-04-09 15:26:54,2026-04-10 09:17:54,cleared,SUP-0251,True,late,17.85
SHP-000254,Northland,Southport,rail,2026-02-20 21:23:29,2026-02-21 17:41:29,cleared,SUP-0004,True,late,20.3
SHP-000255,Westhaven,Southport,road,2026-04-25 23:27:21,2026-04-26 03:55:33,cleared,SUP-0317,True,late,4.47
SHP-000256,Rivermark,Centralia,road,2025-12-01 23:03:56,2025-12-02 00:25:32,cleared,SUP-0272,True,on_time,1.36
SHP-000257,Centralia,Lowvale,sea,2026-04-15 05:10:29,2026-04-16 00:52:29,delayed,SUP-0092,True,on_time,19.7
SHP-000258,Eastoria,Westhaven,road,2026-03-01 23:06:09,2026-03-02 14:21:09,cleared,SUP-0204,True,failed,15.25
SHP-000259,Rivermark,Southport,sea,2026-04-16 05:33:32,2026-04-17 05:20:20,pending,SUP-0042,True,late,23.78
SHP-000260,Northland,Highmere,sea,2025-12-12 22:35:54,2025-12-13 08:19:06,cleared,SUP-0088,True,late,9.72
SHP-000261,Highmere,Northland,rail,2025-12-13 10:51:34,2025-12-14 07:35:22,delayed,SUP-0118,True,late,20.73
SHP-000262,Rivermark,Highmere,rail,2026-03-26 15:10:25,2026-03-27 13:26:01,delayed,SUP-0289,True,on_time,22.26
SHP-000263,Highmere,Southport,road,2026-02-18 19:29:18,2026-02-19 01:14:54,cleared,SUP-0204,False,on_time,5.76
SHP-000264,Westhaven,Lowvale,rail,2026-03-05 06:46:56,2026-03-06 03:19:20,cleared,SUP-0072,True,on_time,20.54
SHP-000265,Southport,Northland,air,2025-12-20 14:03:33,2025-12-21 13:28:09,cleared,SUP-0039,True,on_time,23.41
SHP-000266,Lowvale,Highmere,sea,2026-01-08 23:45:55,2026-01-11 15:29:43,rejected,SUP-0252,True,on_time,63.73
SHP-000267,Lowvale,Highmere,sea,2026-02-28 23:39:00,2026-03-01 16:16:48,pending,SUP-0152,True,on_time,16.63
SHP-000268,Southport,Rivermark,road,2026-05-06 22:20:40,2026-05-07 08:05:04,cleared,SUP-0163,True,on_time,9.74
SHP-000269,Centralia,Northland,air,2026-03-16 07:26:40,2026-03-17 01:57:16,cleared,SUP-0230,True,on_time,18.51
SHP-000270,Southport,Northland,road,2026-02-08 16:28:39,2026-02-09 01:37:03,pending,SUP-0198,True,on_time,9.14
SHP-000271,Southport,Eastoria,road,2025-12-29 15:33:47,2025-12-30 05:25:59,cleared,SUP-0195,True,on_time,13.87
SHP-000272,Centralia,Westhaven,sea,2026-03-03 05:48:49,2026-03-03 08:16:25,cleared,SUP-0040,True,late,2.46
SHP-000273,Rivermark,Northland,air,2026-04-14 04:18:10,2026-04-14 09:48:10,cleared,SUP-0203,True,on_time,5.5
SHP-000274,Highmere,Rivermark,road,2026-04-09 06:14:14,2026-04-09 17:08:14,rejected,SUP-0070,True,on_time,10.9
SHP-000275,Westhaven,Centralia,rail,2026-04-01 11:31:41,2026-04-01 16:37:05,cleared,SUP-0325,True,on_time,5.09
SHP-000276,Westhaven,Rivermark,sea,2025-12-27 13:56:37,2025-12-27 21:23:37,cleared,SUP-0289,True,failed,7.45
SHP-000277,Eastoria,Lowvale,sea,2026-04-05 23:05:41,2026-04-06 12:44:41,cleared,SUP-0225,True,late,13.65
SHP-000278,Southport,Centralia,road,2026-01-18 01:12:54,2026-01-18 20:30:54,cleared,SUP-0156,True,on_time,19.3
SHP-000279,Lowvale,Centralia,sea,2026-02-03 23:57:02,2026-02-04 02:39:02,cleared,SUP-0260,False,late,2.7
SHP-000280,Lowvale,Eastoria,road,2026-03-28 22:48:00,2026-03-29 17:59:24,pending,SUP-0305,True,on_time,19.19
SHP-000281,Westhaven,Lowvale,road,2026-03-24 17:09:47,2026-03-25 02:19:59,cleared,SUP-0331,True,on_time,9.17
SHP-000282,Highmere,Northland,air,2026-01-30 00:46:39,2026-02-01 21:29:51,cleared,SUP-0266,True,on_time,68.72
SHP-000283,Westhaven,Rivermark,road,2026-02-11 14:12:22,2026-02-12 00:12:22,cleared,SUP-0078,True,on_time,10.0
SHP-000284,Southport,Northland,air,2026-05-12 05:01:02,2026-05-13 03:11:14,delayed,SUP-0073,True,on_time,22.17
SHP-000285,Westhaven,Northland,sea,2026-02-27 00:35:24,2026-02-27 09:36:00,cleared,SUP-0164,True,on_time,9.01
SHP-000286,Southport,Northland,road,2026-02-14 04:35:23,2026-02-14 13:28:47,cleared,SUP-0125,True,on_time,8.89
SHP-000287,Highmere,Southport,road,2025-12-12 00:25:56,2025-12-12 23:28:20,cleared,SUP-0096,True,on_time,23.04
SHP-000288,Northland,Centralia,road,2026-01-05 15:50:09,2026-01-06 13:08:45,cleared,SUP-0110,True,on_time,21.31
SHP-000289,Southport,Highmere,sea,2026-01-01 03:40:38,2026-01-01 23:04:02,cleared,SUP-0235,True,on_time,19.39
SHP-000290,Rivermark,Centralia,sea,2025-11-30 22:53:39,2025-12-01 14:35:39,cleared,SUP-0059,True,late,15.7
SHP-000291,Eastoria,Westhaven,rail,2026-01-23 04:06:17,2026-01-23 21:20:41,cleared,SUP-0345,True,on_time,17.24
SHP-000292,Centralia,Southport,road,2025-11-22 14:32:19,2025-11-23 00:07:43,cleared,SUP-0071,True,on_time,9.59
SHP-000293,Rivermark,Highmere,rail,2026-03-12 18:13:45,2026-03-13 11:10:45,cleared,SUP-0086,True,on_time,16.95
SHP-000294,Highmere,Rivermark,sea,2026-03-06 01:58:24,2026-03-07 16:52:24,cleared,SUP-0070,True,on_time,38.9
SHP-000295,Rivermark,Highmere,road,2026-01-02 04:55:27,2026-01-02 17:14:03,cleared,SUP-0043,True,late,12.31
SHP-000296,Westhaven,Highmere,sea,2026-03-12 18:50:29,2026-03-13 02:09:41,pending,SUP-0290,True,on_time,7.32
SHP-000297,Southport,Highmere,road,2025-12-31 06:47:57,2025-12-31 13:57:33,cleared,SUP-0022,True,on_time,7.16
SHP-000298,Westhaven,Rivermark,road,2025-11-19 22:01:25,2025-11-22 03:02:01,cleared,SUP-0017,True,on_time,53.01
SHP-000299,Southport,Rivermark,road,2025-12-02 07:21:49,2025-12-03 07:13:25,cleared,SUP-0302,True,late,23.86
SHP-000300,Lowvale,Southport,road,2026-04-04 23:17:23,2026-04-05 03:29:23,pending,SUP-0292,True,on_time,4.2
SHP-000301,Eastoria,Westhaven,road,2026-03-21 01:39:53,2026-03-21 18:51:17,delayed,SUP-0264,False,on_time,17.19
SHP-000302,Southport,Centralia,rail,2025-11-29 22:53:00,2025-11-30 17:08:00,rejected,SUP-0336,True,late,18.25
SHP-000303,Westhaven,Southport,road,2026-01-01 23:27:28,2026-01-02 07:52:04,cleared,SUP-0251,True,on_time,8.41
SHP-000304,Lowvale,Rivermark,rail,2025-12-01 14:37:12,2025-12-01 17:21:36,cleared,SUP-0264,True,on_time,2.74
SHP-000305,Highmere,Centralia,air,2026-05-13 08:04:30,2026-05-13 20:18:18,pending,SUP-0048,True,on_time,12.23
SHP-000306,Highmere,Westhaven,sea,2025-11-24 14:54:24,2025-11-26 10:01:36,cleared,SUP-0109,True,on_time,43.12
SHP-000307,Centralia,Highmere,road,2026-05-04 10:42:11,2026-05-05 00:59:35,pending,SUP-0350,True,on_time,14.29
SHP-000308,Rivermark,Southport,sea,2026-01-21 16:25:13,2026-01-22 14:48:01,cleared,SUP-0220,True,on_time,22.38
SHP-000309,Eastoria,Rivermark,rail,2025-12-02 06:43:52,2025-12-03 14:02:28,cleared,SUP-0336,True,on_time,31.31
SHP-000310,Eastoria,Lowvale,road,2026-02-26 08:39:11,2026-02-27 00:02:35,cleared,SUP-0336,True,on_time,15.39
SHP-000311,Westhaven,Southport,road,2026-01-03 17:41:38,2026-01-03 21:44:38,cleared,SUP-0005,True,late,4.05
SHP-000312,Lowvale,Southport,sea,2026-01-11 14:18:36,2026-01-12 02:18:00,cleared,SUP-0053,True,on_time,11.99
SHP-000313,Centralia,Rivermark,rail,2026-03-28 10:10:27,2026-03-29 04:57:51,cleared,SUP-0347,True,on_time,18.79
SHP-000314,Northland,Westhaven,road,2026-02-20 18:42:26,2026-02-20 23:28:38,cleared,SUP-0078,False,on_time,4.77
SHP-000315,Rivermark,Northland,air,2025-12-30 02:55:40,2025-12-31 05:05:52,cleared,SUP-0197,True,on_time,26.17
SHP-000316,Eastoria,Southport,road,2026-03-03 05:31:27,2026-03-03 21:21:15,cleared,SUP-0312,True,late,15.83
SHP-000317,Northland,Westhaven,sea,2025-12-14 05:07:47,2025-12-15 20:58:11,cleared,SUP-0097,True,on_time,39.84
SHP-000318,Northland,Eastoria,sea,2026-04-07 23:34:45,2026-04-08 18:50:21,cleared,SUP-0256,True,on_time,19.26
SHP-000319,Northland,Eastoria,sea,2026-05-08 20:42:54,2026-05-12 17:32:42,pending,SUP-0216,True,on_time,92.83
SHP-000320,Rivermark,Northland,road,2026-03-09 09:45:56,2026-03-12 22:45:56,cleared,SUP-0111,True,on_time,85.0
SHP-000321,Lowvale,Centralia,road,2026-03-10 09:51:10,2026-03-11 01:18:46,cleared,SUP-0206,True,on_time,15.46
SHP-000322,Eastoria,Highmere,rail,2026-02-18 07:19:06,2026-02-18 15:26:54,rejected,SUP-0080,True,on_time,8.13
SHP-000323,Southport,Rivermark,sea,2026-01-04 16:57:40,2026-01-05 04:01:16,cleared,SUP-0223,True,on_time,11.06
SHP-000324,Northland,Lowvale,air,2026-04-19 21:06:12,2026-04-20 15:09:48,cleared,SUP-0071,True,on_time,18.06
SHP-000325,Highmere,Lowvale,sea,2026-02-18 08:43:32,2026-02-19 03:44:08,cleared,SUP-0138,True,on_time,19.01
SHP-000326,Northland,Highmere,air,2026-04-24 07:43:14,2026-04-24 18:35:26,cleared,SUP-0296,True,on_time,10.87
SHP-000327,Highmere,Southport,sea,2026-02-05 13:32:55,2026-02-06 10:19:07,cleared,SUP-0053,True,on_time,20.77
SHP-000328,Southport,Northland,road,2025-12-25 11:53:11,2025-12-26 00:35:11,cleared,SUP-0024,True,on_time,12.7
SHP-000329,Eastoria,Northland,road,2025-12-06 20:06:07,2025-12-07 19:11:31,delayed,SUP-0336,True,on_time,23.09
SHP-000330,Lowvale,Rivermark,air,2025-12-07 08:14:32,2025-12-08 15:59:32,cleared,SUP-0258,True,on_time,31.75
SHP-000331,Westhaven,Centralia,air,2026-03-26 11:35:38,2026-03-27 11:09:50,cleared,SUP-0145,True,on_time,23.57
SHP-000332,Southport,Eastoria,sea,2026-02-10 05:21:21,2026-02-10 06:32:09,pending,SUP-0319,True,on_time,1.18
SHP-000333,Rivermark,Highmere,rail,2026-01-26 07:39:29,2026-01-29 20:55:05,pending,SUP-0126,True,late,85.26
SHP-000334,Northland,Rivermark,road,2026-02-08 18:31:53,2026-02-09 03:30:05,cleared,SUP-0172,True,on_time,8.97
SHP-000335,Centralia,Southport,sea,2026-02-06 08:23:14,2026-02-06 21:34:38,delayed,SUP-0073,True,on_time,13.19
SHP-000336,Westhaven,Lowvale,rail,2026-02-17 05:00:16,2026-02-18 17:31:28,cleared,SUP-0044,True,on_time,36.52
SHP-000337,Lowvale,Westhaven,road,2026-05-05 06:16:58,2026-05-05 20:20:34,cleared,SUP-0150,True,on_time,14.06
SHP-000338,Lowvale,Eastoria,sea,2026-04-09 02:15:06,2026-04-09 20:09:42,cleared,SUP-0104,True,on_time,17.91
SHP-000339,Southport,Centralia,sea,2025-11-29 00:58:04,2025-11-29 05:44:52,cleared,SUP-0184,False,on_time,4.78
SHP-000340,Centralia,Northland,air,2026-03-29 06:37:05,2026-03-30 03:13:41,cleared,SUP-0309,True,late,20.61
SHP-000341,Highmere,Eastoria,sea,2026-03-25 09:50:06,2026-03-26 03:11:42,cleared,SUP-0154,True,failed,17.36
SHP-000342,Northland,Highmere,road,2026-03-23 23:55:40,2026-03-27 16:58:04,cleared,SUP-0237,True,late,89.04
SHP-000343,Southport,Eastoria,air,2025-12-07 15:10:20,2025-12-08 11:16:20,pending,SUP-0191,True,late,20.1
SHP-000344,Southport,Rivermark,air,2025-11-30 06:59:14,2025-11-30 13:56:14,rejected,SUP-0102,False,on_time,6.95
SHP-000345,Eastoria,Rivermark,sea,2026-02-04 16:51:47,2026-02-05 13:21:11,cleared,SUP-0237,True,late,20.49
SHP-000346,Lowvale,Northland,sea,2026-04-08 22:13:59,2026-04-10 07:46:23,cleared,SUP-0182,True,on_time,33.54
SHP-000347,Centralia,Highmere,road,2026-01-23 09:46:36,2026-01-23 14:11:48,cleared,SUP-0152,True,late,4.42
SHP-000348,Rivermark,Southport,sea,2026-04-22 23:32:36,2026-04-23 06:58:24,cleared,SUP-0270,True,failed,7.43
SHP-000349,Northland,Westhaven,sea,2026-05-04 20:11:49,2026-05-08 09:44:49,pending,SUP-0177,False,on_time,85.55
SHP-000350,Lowvale,Centralia,sea,2025-12-09 17:44:33,2025-12-09 19:20:33,delayed,SUP-0144,True,failed,1.6
SHP-000351,Highmere,Southport,air,2026-01-05 19:20:04,2026-01-06 19:19:28,cleared,SUP-0137,True,late,23.99
SHP-000352,Northland,Highmere,road,2025-12-25 17:23:11,2025-12-26 16:11:11,pending,SUP-0182,False,failed,22.8
SHP-000353,Eastoria,Rivermark,road,2025-12-25 10:56:58,2025-12-26 01:34:46,cleared,SUP-0303,True,on_time,14.63
SHP-000354,Eastoria,Rivermark,rail,2026-03-02 15:47:04,2026-03-02 21:06:52,cleared,SUP-0159,True,on_time,5.33
SHP-000355,Northland,Highmere,sea,2026-02-13 15:12:09,2026-02-13 21:13:57,cleared,SUP-0315,True,on_time,6.03
SHP-000356,Eastoria,Westhaven,air,2025-12-15 17:48:31,2025-12-17 14:05:19,cleared,SUP-0073,True,late,44.28
SHP-000357,Highmere,Lowvale,sea,2026-02-08 10:37:22,2026-02-11 04:36:46,cleared,SUP-0155,True,failed,65.99
SHP-000358,Lowvale,Highmere,sea,2025-12-24 03:37:41,2025-12-25 02:43:41,cleared,SUP-0288,True,late,23.1
SHP-000359,Highmere,Southport,sea,2026-01-11 14:37:35,2026-01-12 05:10:35,cleared,SUP-0151,True,on_time,14.55
SHP-000360,Lowvale,Centralia,air,2026-02-16 08:30:54,2026-02-18 03:02:06,cleared,SUP-0314,True,on_time,42.52
SHP-000361,Rivermark,Southport,sea,2026-01-06 00:41:39,2026-01-06 18:50:03,cleared,SUP-0326,True,on_time,18.14
SHP-000362,Highmere,Southport,road,2026-05-07 07:54:42,2026-05-07 15:00:42,cleared,SUP-0056,True,on_time,7.1
SHP-000363,Rivermark,Westhaven,sea,2026-05-16 19:14:29,2026-05-17 18:31:53,cleared,SUP-0280,True,late,23.29
SHP-000364,Westhaven,Rivermark,air,2025-12-03 03:49:51,2025-12-03 06:31:51,cleared,SUP-0134,False,on_time,2.7
SHP-000365,Eastoria,Northland,road,2026-02-12 13:39:03,2026-02-13 17:36:03,delayed,SUP-0048,True,failed,27.95
SHP-000366,Rivermark,Highmere,air,2026-04-24 10:10:06,2026-04-24 21:05:18,pending,SUP-0081,True,on_time,10.92
SHP-000367,Westhaven,Lowvale,road,2026-05-04 18:41:22,2026-05-05 08:25:46,cleared,SUP-0153,True,on_time,13.74
SHP-000368,Rivermark,Westhaven,air,2026-05-03 17:36:24,2026-05-04 02:54:24,pending,SUP-0321,True,on_time,9.3
SHP-000369,Northland,Southport,sea,2026-03-05 09:12:49,2026-03-06 00:53:37,cleared,SUP-0204,True,late,15.68
SHP-000370,Centralia,Southport,sea,2025-12-07 12:47:58,2025-12-08 02:18:34,cleared,SUP-0096,True,on_time,13.51
SHP-000371,Rivermark,Centralia,air,2025-11-28 08:16:14,2025-11-29 04:31:14,cleared,SUP-0342,True,on_time,20.25
SHP-000372,Lowvale,Centralia,air,2026-03-25 03:43:38,2026-03-28 08:04:38,cleared,SUP-0268,True,on_time,76.35
SHP-000373,Rivermark,Eastoria,air,2026-03-03 11:50:03,2026-03-03 18:15:15,delayed,SUP-0018,True,late,6.42
SHP-000374,Eastoria,Southport,rail,2026-04-29 20:40:58,2026-04-30 15:06:10,cleared,SUP-0109,True,on_time,18.42
SHP-000375,Lowvale,Southport,rail,2025-11-21 09:17:18,2025-11-22 01:59:54,cleared,SUP-0305,True,late,16.71
SHP-000376,Southport,Highmere,sea,2025-12-06 15:08:52,2025-12-07 04:56:52,cleared,SUP-0235,False,on_time,13.8
SHP-000377,Lowvale,Centralia,road,2026-05-17 09:41:41,2026-05-17 14:08:05,cleared,SUP-0052,False,on_time,4.44
SHP-000378,Southport,Westhaven,rail,2026-04-13 20:22:54,2026-04-14 17:19:54,cleared,SUP-0336,True,on_time,20.95
SHP-000379,Northland,Highmere,road,2026-05-02 07:43:14,2026-05-02 17:59:26,cleared,SUP-0020,True,late,10.27
SHP-000380,Westhaven,Eastoria,rail,2026-01-03 10:07:12,2026-01-03 22:03:00,cleared,SUP-0156,True,late,11.93
SHP-000381,Southport,Westhaven,rail,2025-12-20 19:34:40,2025-12-23 06:35:52,cleared,SUP-0165,True,on_time,59.02
SHP-000382,Southport,Rivermark,sea,2026-02-05 10:32:19,2026-02-05 16:23:55,cleared,SUP-0265,True,late,5.86
SHP-000383,Eastoria,Centralia,air,2026-02-20 19:45:49,2026-02-21 13:05:01,pending,SUP-0292,True,on_time,17.32
SHP-000384,Westhaven,Centralia,air,2026-02-19 23:48:17,2026-02-21 05:51:53,cleared,SUP-0102,True,late,30.06
SHP-000385,Lowvale,Northland,sea,2025-12-30 00:38:47,2025-12-30 04:29:47,cleared,SUP-0229,True,late,3.85
SHP-000386,Highmere,Eastoria,road,2026-05-05 10:04:29,2026-05-06 06:20:41,cleared,SUP-0146,True,on_time,20.27
SHP-000387,Westhaven,Lowvale,sea,2026-02-04 09:29:42,2026-02-06 01:03:54,cleared,SUP-0263,True,late,39.57
SHP-000388,Northland,Eastoria,road,2026-05-12 18:12:01,2026-05-12 22:14:25,cleared,SUP-0130,True,late,4.04
SHP-000389,Centralia,Eastoria,sea,2025-11-29 21:46:21,2025-11-30 07:25:57,cleared,SUP-0155,True,late,9.66
SHP-000390,Lowvale,Highmere,rail,2025-12-20 11:46:35,2025-12-20 12:56:47,pending,SUP-0288,True,on_time,1.17
SHP-000391,Centralia,Eastoria,rail,2026-01-31 02:39:16,2026-01-31 14:44:04,cleared,SUP-0142,True,on_time,12.08
SHP-000392,Centralia,Southport,rail,2025-11-18 22:33:24,2025-11-19 11:27:24,pending,SUP-0308,True,on_time,12.9
SHP-000393,Eastoria,Westhaven,sea,2026-02-02 08:00:33,2026-02-03 00:04:45,cleared,SUP-0199,True,on_time,16.07
SHP-000394,Westhaven,Lowvale,road,2026-01-09 00:26:51,2026-01-09 17:51:27,pending,SUP-0344,True,on_time,17.41
SHP-000395,Eastoria,Southport,sea,2026-05-17 10:23:56,2026-05-19 07:26:56,cleared,SUP-0133,True,on_time,45.05
SHP-000396,Eastoria,Lowvale,air,2026-04-19 18:32:44,2026-04-23 13:44:08,cleared,SUP-0158,True,late,91.19
SHP-000397,Highmere,Rivermark,air,2026-04-19 23:28:47,2026-04-20 07:14:23,cleared,SUP-0325,True,late,7.76
SHP-000398,Southport,Northland,rail,2026-02-14 21:00:16,2026-02-15 02:28:28,cleared,SUP-0153,True,late,5.47
SHP-000399,Eastoria,Centralia,rail,2026-01-12 21:52:10,2026-01-13 03:28:46,delayed,SUP-0235,True,late,5.61
SHP-000400,Eastoria,Lowvale,rail,2026-02-08 15:52:10,2026-02-09 04:04:46,cleared,SUP-0030,True,on_time,12.21
SHP-000401,Eastoria,Rivermark,road,2026-04-02 18:51:49,2026-04-02 23:30:13,cleared,SUP-0315,True,on_time,4.64
SHP-000402,Lowvale,Northland,road,2026-04-09 08:54:48,2026-04-12 03:22:24,cleared,SUP-0008,True,on_time,66.46
SHP-000403,Westhaven,Lowvale,sea,2026-04-19 15:14:28,2026-04-19 16:19:52,cleared,SUP-0177,True,on_time,1.09
SHP-000404,Centralia,Eastoria,rail,2026-03-06 10:34:48,2026-03-07 06:31:48,cleared,SUP-0267,True,on_time,19.95
SHP-000405,Eastoria,Westhaven,road,2026-03-27 01:03:20,2026-03-27 22:47:08,cleared,SUP-0207,True,on_time,21.73
SHP-000406,Eastoria,Highmere,air,2026-04-07 00:32:13,2026-04-07 02:02:13,cleared,SUP-0334,True,on_time,1.5
SHP-000407,Centralia,Highmere,rail,2026-02-21 00:33:54,2026-02-21 15:53:42,cleared,SUP-0335,True,on_time,15.33
SHP-000408,Southport,Highmere,sea,2025-12-18 13:55:02,2025-12-18 23:40:02,cleared,SUP-0106,True,on_time,9.75
SHP-000409,Centralia,Highmere,sea,2025-12-25 09:30:00,2025-12-25 12:49:12,cleared,SUP-0071,True,late,3.32
SHP-000410,Southport,Centralia,sea,2026-01-15 03:16:14,2026-01-15 22:19:14,cleared,SUP-0135,True,failed,19.05
